Question,Answer
Is using a monitored JBoss server with ITCAM supported in a Windows Service? Is using a monitored JBoss server with ITCAM supported in a Windows Service? ,The JBoss service is not available to run as a Windows service when configured with the ITCAM for J2EE agent/DC
"Does anyone know how to disable HTTPS to HTTP redirection for BPC Explorer? 

It appears that by default, BPC comes configured with https instead of http.

Is there a way to configure BPC to use http instead or are there steps for configuring BPC to use http? Need to avoid accessing BPC explorer via https.","1. Download the unsecureExplorer.ant script file, which is attached near the bottom of this page.
    
    
 2. If you previously switched Business Process Choreographer Explorer to use HTTP, but are performing this task again because you are installing an interim fix, fix pack, or refresh pack that updated Business Process Choreographer Explorer has reverted it back to the default HTTPS protocol, you must first delete the old (invalid) backup EAR file before running the script.
    
     * On Linux, UNIX-based and z/OS platforms, delete the install_root/ProcessChoreographer/internal/bpcexplorer_secure_backup.ear file. 
     * On Microsoft Windows platforms, delete the
       install_root\ProcessChoreographer\internal\bpcexplorer_secure_backup.ear file.
       
       
    
    
 3. Run the script to patch the bpcexplorer.ear file. In a network deployment environment, you must run the script on the deployment manager.  * On Linux, UNIX-based and z/OS platforms, enter the following command:
       install_root/ws_ant.sh -f unsecureExplorer.ant 
     * On Windows platforms, enter the following command:
       install_root\ws_ant.bat -f unsecureExplorer.ant
       Note: A backup copy of the original EAR file is created named bpcexplorer_secure_backup.ear.
       
       
    
    
 4. Deploy the patched bpcexplorer.ear file by updating the profile. For more information about updating profiles for an interim fix, see one of the following documents:  * For version 8.0.1.x: Profile update instructions for IBM Business Process Manager (BPM) interim fixes [http://www.ibm.com/support/docview.wss?uid=swg21608414]. 
     * For version 8.5 and later: Profile update instructions for IBM Business Process Manager (BPM) interim fixes [http://www.ibm.com/support/docview.wss?uid=swg21637449]."
IBM Security announces a new online Support experience that is coming soon! What is happening online for IBM License Metric Tool customers? ,"In addition to the recently announced LMT forum process [http://ibm.biz/ILMTforumAnnounce], we are excited to announce that we are launching a new online Support experience. Most IBM Security products, including IBM License Metric Tool, will go live with this new technology at the end of October, 2017."
Is there a support's guide to the CORBA Probes? Is there a support's guide to the IBM CORBA probes?,GENERIC_CORBA_SupportsGuide_20.pdf
"How to resolve ""StringIndexOutOfBoundsException = null"" 

When importing a projects.csv file, the import fails with following error in the import logs:

ERROR - FAILED: Create failed for Projects row 1: StringIndexOutOfBoundsException = null Ensure that the COORDINATOR column is in the loginId:Role format to prevent errors.",Ensure that the COORDINATOR column is in the loginId:Role format to prevent errors.
Help with Security Bulletin: IBM API Connect is affected by Node.js tough-cookie module vulnerability to a denial of service (CVE-2016-1000232) I need to understand details regarding Security Bulletin: IBM API Connect is affected by Node.js tough-cookie module vulnerability to a denial of service (CVE-2016-1000232). Where can I find this information? ,"CVEID:CVE-2016-1000232 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-1000232]
DESCRIPTION:Node.js tough-cookie module is vulnerable to a denial of service, caused by a regular expression error. By using a sufficiently large HTTP request Cookie header, a remote attacker could exploit this vulnerability to cause the application to consume an overly large amount of CPU resources.
CVSS Base Score: 5.3
CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/119038 [https://exchange.xforce.ibmcloud.com/vulnerabilities/119038]for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L)

AFFECTED PRODUCTS AND VERSIONS
 

Affected API Connect Affected Versions IBM API Connect 5.0.6.0-5.0.6.5 IBM API Connect 5.0.7.0-5.0.7.2 IBM API Connect 5.0.8.0"
"How to start PC DMgr as a Windows service?  hi all. I just installed BPM 8.5.0.1 Process Center on a Windows 2008 R2 cloud server. The default BPM85 typical installation installs ProcessCenter Quickstart web page for starting the Dmgr and NodeMgr servers using the installation admin user . However, logout stops the services started by and attached to the admin user. I need to have this ProcessCenter (and Deployment Env Process SErvers) BPM85 DMgr / Node/ WASND started as a managed Windows managed service. I didn't see a Service Definition page to select run as Windows service. Can I possibly run BPMConfig -start dmgrprofile as a Windows service or is a profile update to my dmgr (hope not) needed to do this? ","Place the WASServiceCmd.exe utility in the following directory:
    
    install_root\bin 
    
 2. Launch the command from the command line. 
    
    
 3. The WASServiceCmd utility prompts you to select specific options and settings from a list and then calls the WASService.exe command passing all selected parameters. This greatly reduces the time it takes to create a Windows service for WebSphere Application Server and reduces the opportunity for user errors."
"The config task wp-add-property is failing with ""Can not find EJB"" message while running on our Portal 8.5 cluster We are trying to perform the following steps on our Portal cluster...

http://www.ibm.com/support/knowledgecenter/SSHRKX_8.5.0/mp/install/add_attributes.html

We successfully ran the wp-la-install-ear task but now when attempting to run the wp-add-property task we see the following error in the ConfigTrace.log....

 [wplc-add-property] [2016-10-11 15:57:32.065] Can not find EJB:
 ejb/com/ibm/websphere/wim/ejb/WIMServiceHome
 [wplc-add-property] javax.naming.NameNotFoundException: Context:
 dmgrCell01/nodes/dmgrNode01/servers/dmgr, name:
 ejb/com/ibm/websphere/wim/ejb/WIMServiceHome: First component in name
 websphere/wim/ejb/WIMServiceHome not found. [Root exception is
 org.omg.CosNaming.NamingContextPackage.NotFound:
",You must first uninstall the WIMSYSTEM enterprise application from the WebSphere_Portal server (using the WebSphere Administrative console). Then follow the steps in Document #1358381 [http://www.ibm.com/support/docview.wss?rs=899&uid=swg21358381] to install the .ear file on the DMGR.
How to find if Table was Created as NOT LOGGED INITIALLY? How to find if Table was Created as NOT LOGGED INITIALLY? ,"We can use either of the following methods to Check if Table was created as 'Not Logged Initially'
1)Using db2cat,

db2cat -db <dbname> -n <TableName> -s <Schema> -t | grep ""Table not logged""
Which can confirm if given table was created as NLI or not.

Sample Output 
----------------------
Connecting to the Database.
Connect to Database Successful.
Table not logged : 0
----------------------
Table not Logged showing '0' represent Table was not created as NLI, if it returns '1' then that is table was created as NLI.

2)Using db2look 
Using db2look command to get DDL information on the table which would show you if 
the table was created as ""NOT LOGGED INITIALLY"" 

Example: 
db2look -d <database_name> -t <table_name> -e -o <output_file_name.out>"
Limitations of sylog-TCP log target using DataPower Gateways I am trying to configure a log target using type syslog-TCP. It seems that the payload is getting truncated when I try to record custom logs to it using log-action. How can I workaround it. ,Configure a server daemon to listen and capture the DataPower devices events.
"""Internet Explorer has stopped working""  Hi,

I am using scanning via web browser and I have my scanner connected to my computer. During the scanning process, Internet Explorer stops. This always happens. Has anyone encountered this yet? ",Internet Explorer (IE) 8 and later includes its own version of Data Execution Prevention (DEP) which can cause the above symptoms and prevent scanning from running.
"INFO: Upload replication check failed with error: getservbyname_r failed (Java::JavaLang::RuntimeException) Why the data import is failing with ""INFO: Upload replication check failed with error: getservbyname_r failed (Java::JavaLang::RuntimeException)"" after patching BigFix/ILMT RedHat Linux server ?",Most likely this is due to the ILMT 9.2.2 application expecting a specific version of glibc 32-bit library file and it won't work if a newer version is found after the patching the RedHat Linux server.
"Help with Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM OS Images for Red Hat Linux Systems and AIX (CVE-2015-0410 and CVE-2014-6593) I need to understand details regarding ""Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM OS Images for Red Hat Linux Systems and AIX (CVE-2015-0410 and CVE-2014-6593)"" Where can I find this information? ","CVEID: CVE-2015-0410 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-0410]
DESCRIPTION: An unspecified vulnerability related to the Security component could allow a remote attacker to cause a denial of service.
CVSS Base Score: 5
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/100151 [https://exchange.xforce.ibmcloud.com/vulnerabilities/100151] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:L/Au:N/C:N/I:N/A:P) 

CVEID: CVE-2014-6593 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2014-6593]
DESCRIPTION: An unspecified vulnerability related to the JSSE component has partial confidentiality impact, partial integrity impact, and no availability impact.
CVSS Base Score: 4
CVSS Temporal Score: See https://exchange.xforce.ibmcloud.com/vulnerabilities/100153 [https://exchange.xforce.ibmcloud.com/vulnerabilities/100153] for the current score
CVSS Environmental Score*: Undefined
CVSS Vector: (AV:N/AC:H/Au:N/C:P/I:P/A:N)"
